Common Name,Scientific Name,Status,State
Snuffbox mussel,Epioblasma triquetra,Endangered,All
Sockeye salmon,Oncorhynchus (=Salmo) nerka,Endangered,All
Sockeye salmon,Oncorhynchus (=Salmo) nerka,Threatened,All
Socorro isopod,Thermosphaeroma thermophilus,Endangered,All
Socorro mockingbird,Mimus graysoni,Endangered,All
Socorro springsnail,Pyrgulopsis neomexicana,Endangered,All
Soft bird's-beak,Cordylanthus mollis ssp. mollis,Endangered,All
Soft-leaved paintbrush,Castilleja mollis,Endangered,All
Solano grass,Tuctoria mucronata,Endangered,All
Solitary tinamou,Tinamus solitarius,Endangered,All
Sonoma alopecurus,Alopecurus aequalis var. sonomensis,Endangered,All
Sonoma spineflower,Chorizanthe valida,Endangered,All
Sonoma sunshine,Blennosperma bakeri,Endangered,All
Sonora chub,Gila ditaenia,Threatened,All
Sonoran pronghorn,Antilocapra americana sonoriensis,Endangered,All
Sonoran tiger salamander,Ambystoma mavortium stebbinsi,Endangered,All
Sonoyta mud turtle,Kinosternon sonoriense longifemorale,Endangered,All
South American (=Brazilian) tapir,Tapirus terrestris,Endangered,All
South American red-lined turtle,Trachemys scripta callirostris,Endangered,All
South Andean huemul,Hippocamelus bisulcus,Endangered,All
South Asian River dolphin,Platanista gangetica minor,Endangered,All
South China sika deer,Cervus nippon kopschi,Endangered,All
Southeastern beach mouse,Peromyscus polionotus niveiventris,Threatened,All
Southeastern rufous-vented ground cuckoo,Neomorphus geoffroyi dulcis,Endangered,All
Southern bearded saki,Chiropotes satanas satanas,Endangered,All
Southern clubshell,Pleurobema decisum,Endangered,All
Southern combshell,Epioblasma penita,Endangered,All
Southern-helmeted curassow,Pauxi unicornis,Endangered,All
Southern kidneyshell,Ptychobranchus jonesi,Endangered,All
Southern Mountain Caribou DPS,Rangifer tarandus ssp. caribou,Endangered,All
Southern mountain wild-buckwheat,Eriogonum kennedyi var. austromontanum,Threatened,All
Southern pigtoe,Pleurobema georgianum,Endangered,All
Southern planigale,Planigale tenuirostris,Endangered,All
Southern Right Whale,Eubalaena australis,Endangered,All
Southern river otter,Lontra (=Lutra) provocax,Endangered,All
southern rockhopper penguin,Eudyptes chrysocome,Threatened,All
Southern Sandshell,Hamiota australis,Threatened,All
Southern sea otter,Enhydra lutris nereis,Threatened,All
South Island Hector's dolphin,Cephalorhynchus hectori hectori,Threatened,All
South Llano Springs moss,Donrichardsia macroneuron,Endangered,All
South Texas ambrosia,Ambrosia cheiranthifolia,Endangered,All
Southwestern willow flycatcher,Empidonax traillii extimus,Endangered,All
Spalding's Catchfly,Silene spaldingii,Threatened,All
Spanish imperial eagle,Aquila heliaca adalberti,Endangered,All
Spanish lynx,Felis pardina,Endangered,All
Speckled pocketbook,Lampsilis streckeri,Endangered,All
Spectaclecase (mussel),Cumberlandia monodonta,Endangered,All
Spectacled eider,Somateria fischeri,Threatened,All
Sperm whale,Physeter catodon (=macrocephalus),Endangered,All
Spider monkey,Ateles geoffroyi frontatus,Endangered,All
Spider monkey,Ateles geoffroyl panamensis,Endangered,All
Spikedace,Meda fulgida,Endangered,All
Spiny angelshark,Squatina guggenheim,Endangered,All
Spotfin Chub,Erimonax monachus,Threatened,All
Spotted linsang,Prionodon pardicolor,Endangered,All
Spotted pond turtle,Geoclemys hamiltonii,Endangered,All
Spotted Seal,Phoca largha,Threatened,All
Spreading avens,Geum radiatum,Endangered,All
Spreading navarretia,Navarretia fossalis,Threatened,All
Spring Creek bladderpod,Lesquerella perforata,Endangered,All
Spring-loving centaury,Centaurium namophilum,Threatened,All
Spring pygmy sunfish,Elassoma alabamae,Threatened,All
Springville clarkia,Clarkia springvillensis,Threatened,All
Spruce-fir moss spider,Microhexura montivaga,Endangered,All
Squirrel Chimney Cave shrimp,Palaemonetes cummingi,Threatened,All
Sri Lankan Ornamental Tarantula,Poecilotheria fasciata,Endangered,All
Staghorn coral,Acropora cervicornis,Threatened,All
St. Andrew beach mouse,Peromyscus polionotus peninsularis,Endangered,All
Star cactus,Astrophytum asterias,Endangered,All
St. Croix ground lizard,Ameiva polops,Endangered,All
Steamboat buckwheat,Eriogonum ovalifolium var. williamsiae,Endangered,All
Stebbins' morning-glory,Calystegia stebbinsii,Endangered,All
Steelhead (Rainbow Trout),Oncorhynchus (=Salmo) mykiss,Threatened,All
Steelhead (Rainbow Trout),Oncorhynchus (=Salmo) mykiss,Threatened,All
Steelhead (Rainbow Trout),Oncorhynchus (=Salmo) mykiss,Threatened,All
Steelhead (Rainbow Trout),Oncorhynchus (=Salmo) mykiss,Threatened,All
Steelhead (Rainbow Trout),Oncorhynchus (=Salmo) mykiss,Threatened,All
Steelhead (Rainbow Trout),Oncorhynchus (=Salmo) mykiss,Threatened,All
Steelhead (Rainbow Trout),Oncorhynchus (=Salmo) mykiss,Threatened,All
Steelhead (Rainbow Trout),Oncorhynchus (=Salmo) mykiss,Threatened,All
Steelhead (Rainbow Trout),Oncorhynchus (=Salmo) mykiss,Threatened,All
Steelhead (Rainbow Trout),Oncorhynchus (=Salmo) mykiss,Endangered,All
Steelhead (Rainbow Trout),Oncorhynchus (=Salmo) mykiss,Threatened,All
Steller sea lion,Eumetopias jubatus,Endangered,All
Steller's Eider,Polysticta stelleri,Threatened,All
Stephen Island frog,Leiopelma hamiltoni,Endangered,All
Stephens' kangaroo rat,Dipodomys stephensi (incl. D. cascus),Threatened,All
St. Francis River Crayfish,Faxonius quadruncus,Threatened,All
Stick-nest rat,Leporillus conditor,Endangered,All
St. Lucia Forest thrush,Cichlherminia iherminieri santaeluciae,Endangered,All
St. Lucia house wren,Troglodytes aedon mesoleucus,Endangered,All
St. Lucia parrot,Amazona versicolor,Endangered,All
Stock Island tree snail,Orthalicus reses (not incl. nesodryas),Threatened,All
straight-horned markhor,Capra falconeri megaceros,Endangered,All
straight-horned markhor,Capra falconeri megaceros,Endangered,All
Streaked Horned lark,Eremophila alpestris strigata,Threatened,All
Striped smoothhound shark,Mustelus fasciatus,Endangered,All
St. Thomas prickly-ash,Zanthoxylum thomasianum,Endangered,All
Stump-tailed macaque,Macaca arctoides,Threatened,All
St Vincent parrot,Amazona guildingii,Endangered,All
Suisun thistle,Cirsium hydrophilum var. hydrophilum,Endangered,All
Sumatran rhinoceros,Dicerorhinus sumatrensis,Endangered,All
Suwannee alligator snapping turtle,Macrochelys suwanniensis,Threatened,All
Suwannee moccasinshell,Medionidus walkeri,Threatened,All
swale paintbrush,Castilleja ornata,Endangered,All
Swamp deer,Cervus duvauceli,Endangered,All
Swamp pink,Helonias bullata,Threatened,All
Swayne's hartebeest,Alcelaphus buselaphus swaynei,Endangered,All
Swinhoe's pheasant,Lophura swinhoii,Endangered,All
Tahiti flycatcher,Pomarea nigra,Endangered,All
Taita thrush,Turdus olivaceus helleri,Endangered,All
Tamaraw,Bubalus mindorensis,Endangered,All
Tampico pearlymussel,Cyrtonaias tampicoensis tecomatensis,Endangered,All
Tana River mangabey,Cercocebus galeritus galeritus,Endangered,All
Tana River red colobus monkey,Procolobus (=Colobus) rufomitratus (=badius r.),Endangered,All
Tan riffleshell,Epioblasma florentina walkeri (=E. walkeri),Endangered,All
Tapered pigtoe,Fusconaia burkei,Threatened,All
Tar River spinymussel,Parvaspina steinstansana,Endangered,All
Tartaruga,Podocnemis expansa,Endangered,All
Tasmanian forester kangaroo,Macropus giganteus tasmaniensis,Endangered,All
Tasmanian tiger,Thylacinus cynocephalus,Endangered,All
Taylor's (=whulge) Checkerspot,Euphydryas editha taylori,Endangered,All
Telephus spurge,Euphorbia telephioides,Threatened,All
Temnick''s ground Pangolin,Manis temminckii,Endangered,All
Tenino pocket gopher,Thomomys mazama tumuli,Threatened,All
Tennessee yellow-eyed grass,Xyris tennesseensis,Endangered,All
Terlingua Creek cat's-eye,Cryptantha crassipes,Endangered,All
Texas ayenia,Ayenia limitaris,Endangered,All
Texas blind salamander,Eurycea rathbuni,Endangered,All
Texas fatmucket,Lampsilis bracteata,Endangered,All
Texas fawnsfoot,Truncilla macrodon,Threatened,All
Texas golden Gladecress,Leavenworthia texana,Endangered,All
Texas Hornshell,Popenaias popeii,Endangered,All
Texas pimpleback,Cyclonaias petrina,Endangered,All
Texas poppy-mallow,Callirhoe scabriuscula,Endangered,All
Texas prairie dawn-flower,Hymenoxys texana,Endangered,All
Texas snowbells,Styrax platanifolius ssp. texanus,Endangered,All
Texas trailing phlox,Phlox nivalis ssp. texensis,Endangered,All
Texas wild-rice,Zizania texana,Endangered,All
Thailand giant catfish,Pangasianodon gigas,Endangered,All
Thick-billed parrot,Rhynchopsitta pachyrhyncha,Endangered,All
Thin-spined porcupine,Chaetomys subspinosus,Endangered,All
Thread-leaved brodiaea,Brodiaea filifolia,Threatened,All
Three Forks Springsnail,Pyrgulopsis trivialis,Endangered,All
Three-keeled Asian turtle,Melanochelys tricarinata,Endangered,All
Thyolo alethe,Alethe choloensis,Endangered,All
Tibetan antelope,Panthalops hodgsonii,Endangered,All
Tiburon jewelflower,Streptanthus niger,Endangered,All
Tiburon mariposa lily,Calochortus tiburonensis,Threatened,All
Tiburon paintbrush,Castilleja affinis ssp. neglecta,Endangered,All
tidewater goby,Eucyclogobius newberryi,Endangered,All
Tiehm's buckwheat,Eriogonum tiehmii,Endangered,All
Tiger,Panthera tigris,Endangered,All
Tiger cat,Leopardus (=Felis) tigrinus,Endangered,All
Tiny polygala,Polygala smallii,Endangered,All
Tipton kangaroo rat,Dipodomys nitratoides nitratoides,Endangered,All
Tobusch fishhook cactus,Sclerocactus brevihamatus ssp. tobuschii,Threatened,All
Todsen's pennyroyal,Hedeoma todsenii,Endangered,All
Tomistoma,Tomistoma schlegelii,Endangered,All
Tonkin snub-nosed monkey,Rhinopithecus avunculus,Endangered,All
Tooth Cave ground beetle,Rhadine persephone,Endangered,All
Tooth Cave pseudoscorpion,Tartarocreagris texana,Endangered,All
Tooth Cave spider,Tayshaneta myopica,Endangered,All
Topeka shiner,Notropis topeka (=tristis),Endangered,All
Toque macaque,Macaca sinica,Threatened,All
Tora hartebeest,Alcelaphus buselaphus tora,Endangered,All
Totoaba (seatrout or weakfish),Cynoscion macdonaldi,Endangered,All
Tracaja,Podocnemis unifilis,Endangered,All
Triangular Kidneyshell,Ptychobranchus greenii,Endangered,All
Trinidad white-headed curassow,Pipile pipile pipile,Endangered,All
Triple-ribbed milk-vetch,Astragalus tricarinatus,Endangered,All
Trispot darter,Etheostoma trisella,Threatened,All
Tristam's woodpecker,Dryocopus javensis richardsi,Endangered,All
Tuatara,Sphenodon punctatus,Endangered,All
Tulotoma snail,Tulotoma magnifica,Threatened,All
Tumbling Creek cavesnail,Antrobia culveri,Endangered,All
Turks and Caicos iguana,Cyclura carinata carinata,Threatened,All
Uakari (all species),Cacajao spp.,Endangered,All
Ufa-halomtano,Heritiera longipetiolata,Endangered,All
Uhiuhi,Mezoneuron kavaiense,Endangered,All
Uinta Basin hookless cactus,Sclerocactus wetlandicus,Threatened,All
Ulugura bush-shrike,Malaconotus alius,Threatened,All
Umtanum desert buckwheat,Eriogonum codium,Threatened,All
unarmored threespine stickleback,Gasterosteus aculeatus williamsoni,Endangered,All
Uncompahgre fritillary butterfly,Boloria acrocnema,Endangered,All
Urial,Ovis musimon ophion,Endangered,All
Utah prairie dog,Cynomys parvidens,Threatened,All
Ute ladies'-tresses,Spiranthes diluvialis,Threatened,All
Uvillo,Eugenia haematocarpa,Endangered,All
Vahl's boxwood,Buxus vahlii,Endangered,All
Vail Lake ceanothus,Ceanothus ophiochilus,Threatened,All
Valley elderberry longhorn beetle,Desmocerus californicus dimorphus,Threatened,All
Vancouver Island marmot,Marmota vancouverensis,Endangered,All
Van Dam's vanga,Xenopirostris damii,Threatened,All
Vandenberg monkeyflower,Diplacus vandenbergensis,Endangered,All
Ventura Marsh Milk-vetch,Astragalus pycnostachyus var. lanosissimus,Endangered,All
Verity's dudleya,Dudleya verityi,Threatened,All
Vermilion darter,Etheostoma chermocki,Endangered,All
Vernal pool fairy shrimp,Branchinecta lynchi,Threatened,All
Vernal pool tadpole shrimp,Lepidurus packardi,Endangered,All
Vicuna,Vicugna vicugna,Threatened,All
Vicuna,Vicugna vicugna,Endangered,All
Vinaceous-breasted parrot,Amazona vinacea,Endangered,All
Vine Hill clarkia,Clarkia imbricata,Endangered,All
Virginia big-eared bat,Corynorhinus (=Plecotus) townsendii virginianus,Endangered,All
Virginia fringed mountain snail,Polygyriscus virginianus,Endangered,All
Virginia round-leaf birch,Betula uber,Threatened,All
Virginia sneezeweed,Helenium virginicum,Threatened,All
Virginia spiraea,Spiraea virginiana,Threatened,All
Virgin Islands tree boa,Chilabothrus granti,Endangered,All
Virgin River Chub,Gila seminuda (=robusta),Endangered,All
Visayan deer,Cervus alfredi,Endangered,All
Volcano rabbit,Romerolagus diazi,Endangered,All
Waccamaw silverside,Menidia extensa,Threatened,All
wahine noho Kula,Isodendrion pyrifolium,Endangered,All
Walia ibex,Capra walie,Endangered,All
Walker's manioc,Manihot walkerae,Endangered,All
Warm Springs pupfish,Cyprinodon nevadensis pectoralis,Endangered,All
Warner sucker,Catostomus warnerensis,Threatened,All
Watercress darter,Etheostoma nuchale,Endangered,All
Watling Island ground iguana,Cyclura rileyi rileyi,Endangered,All
Wawae`iole,Phlegmariurus mannii,Endangered,All
Wawae`iole,Phlegmariurus nutans,Endangered,All
Webber's ivesia,Ivesia webberi,Threatened,All
Wedge spurge,Chamaesyce deltoidea serpyllum,Endangered,All
Welsh's milkweed,Asclepias welshii,Threatened,All
Wenatchee Mountains checkermallow,Sidalcea oregana var. calva,Endangered,All
West African manatee,Trichechus senegalensis,Threatened,All
West African ostrich,Struthio camelus spatzi,Endangered,All
Western bristlebird,Dasyornis longirostris (=brachypterus I.),Endangered,All
Western fanshell,Cyprogenia aberti,Threatened,All
Western giant eland,Taurotragus derbianus derbianus,Endangered,All
Western glacier stonefly,Zapada glacier,Threatened,All
Western hare wallaby,Lagorchestes hirsutus,Endangered,All
Western lily,Lilium occidentale,Endangered,All
Western mouse,Pseudomys occidentalis,Endangered,All
Western prairie fringed Orchid,Platanthera praeclara,Threatened,All
Western rufous bristlebird,Dasyornis broadbenti littoralis,Endangered,All
western snowy plover,Charadrius nivosus nivosus,Threatened,All
Western tragopan pheasant,Tragopan melanocephalus,Endangered,All
Western whipbird,Psophodes nigrogularis,Endangered,All
West Indian Manatee,Trichechus manatus,Threatened,All
West Indian Walnut (=Nogal),Juglans jamaicensis,Endangered,All
Wheeler's peperomia,Peperomia wheeleri,Endangered,All
White Abalone,Haliotis sorenseni,Endangered,All
Whitebark pine,Pinus albicaulis,Threatened,All
White birds-in-a-nest,Macbridea alba,Threatened,All
White bladderpod,Physaria pallida,Endangered,All
White Bluffs bladderpod,Physaria douglasii ssp. tuplashensis,Threatened,All
White-breasted guineafowl,Agelastes meleagrides,Threatened,All
White-breasted thrasher,Ramphocinclus brachyurus,Endangered,All
White-browed tit-spinetail,Leptasthenura xenothorax,Endangered,All
White catspaw (pearlymussel),Epioblasma perobliqua,Endangered,All
White Cay ground iguana,Cyclura rileyi cristata,Threatened,All
White cockatoo,Cacatua alba,Threatened,All
White-collared mangabey,Cercocebus torquatus,Endangered,All
White-eared (=buffy tufted-ear) marmoset,Callithrix aurita (=jacchus a.),Endangered,All
White eared pheasant,Crossoptilon crossoptilon,Endangered,All
white-flippered penguin,Eudyptula albosignata,Threatened,All
White-footed tamarin,Saguinus leucopus,Threatened,All
White fringeless orchid,Platanthera integrilabia,Threatened,All
White irisette,Sisyrinchium dichotomum,Endangered,All
White-naped Crane,Grus vipio,Endangered,All
White-necked crow,Corvus leucognaphalus,Endangered,All
White-necked rockfowl,Picathartes gymnocephalus,Endangered,All
White-nosed saki,Chiropotes albinasus,Endangered,All
white-rayed pentachaeta,Pentachaeta bellidiflora,Endangered,All
White River spinedace,Lepidomeda albivallis,Endangered,All
White River springfish,Crenichthys baileyi baileyi,Endangered,All
White sedge,Carex albida,Endangered,All
White sturgeon,Acipenser transmontanus,Endangered,All
White-tailed laurel Pigeon,Columba junoniae,Threatened,All
White wartyback (pearlymussel),Plethobasus cicatricosus,Endangered,All
White-winged cotinga,Xipholena atropurpurea,Endangered,All
White-winged guan,Penelope albipennis,Endangered,All
White-winged wood duck,Cairina scutulata,Endangered,All
Whooping crane,Grus americana,Endangered,All
Whorled Sunflower,Helianthus verticillatus,Endangered,All
Wide-leaf warea,Warea amplexifolia,Endangered,All
Wild yak,Bos mutus (=grunniens m.),Endangered,All
Willamette daisy,Erigeron decumbens,Endangered,All
willowy monardella,Monardella viminea,Endangered,All
Winged Mapleleaf,Quadrula fragosa,Endangered,All
Winkler cactus,Pediocactus winkleri,Threatened,All
Wireweed,Polygonella basiramia,Endangered,All
Wood Bison,Bison bison athabascae,Threatened,All
Woolly spider monkey,Brachyteles arachnoides,Endangered,All
Woundfin,Plagopterus argentissimus,Endangered,All
Wright fishhook cactus,Sclerocactus wrightiae,Endangered,All
Wright's marsh thistle,Cirsium wrightii,Threatened,All
Wyoming Toad,Anaxyrus baxteri,Endangered,All
Yacare Caiman,Caiman yacare,Threatened,All
Yadon's piperia,Piperia yadonii,Endangered,All
Yangtze Sturgeon,Acipenser dabryanus,Endangered,All
Yaqui catfish,Ictalurus pricei,Threatened,All
Yaqui chub,Gila purpurea,Endangered,All
Yarkand deer,Cervus elaphus yarkandensis,Endangered,All
Yellow-billed Cuckoo,Coccyzus americanus,Threatened,All
Yellow-billed parrot,Amazona collaria,Threatened,All
Yellow-blotched map turtle,Graptemys flavimaculata,Threatened,All
Yellowcheek Darter,Etheostoma moorei,Endangered,All
Yellow-crested cockatoo,Cacatua sulphurea,Endangered,All
yellow-eyed penguin,Megadyptes antipodes,Threatened,All
yelloweye rockfish,Sebastes ruberrimus,Threatened,All
Yellowfin madtom,Noturus flavipinnis,Threatened,All
Yellow-footed rock wallaby,Petrogale xanthopus,Endangered,All
Yellow lance,Elliptio lanceolata,Threatened,All
Yellow larkspur,Delphinium luteum,Endangered,All
